xa,ya,za,xg,yg,zg,xm,ym,zm,temp,hum
-989,-183,-4,366,2807,-1586,-4077,37854,-7080,19088,47592
-993,-178,4,244,3173,-1281,-4589,37219,-7482,19088,47592
-989,-179,10,366,2868,-1831,-4455,37585,-7165,19088,47592
-992,-181,-3,122,3784,-1342,-4370,37561,-7836,19088,47592
-988,-185,1,-122,2929,-1159,-4016,36950,-6896,19088,47592
-991,-185,6,549,2380,-1831,-4357,37512,-7092,19088,47592
-994,-184,3,3173,1281,-1708,-4553,37292,-7507,19088,47592
-998,-169,3,2929,4272,-1464,-4492,38439,-6738,19088,47592
-995,-168,9,-2075,2746,-427,-4785,38122,-8398,19088,47592
-992,-180,3,1464,2929,-2502,-4589,37670,-8007,19088,47592
-990,-185,4,-427,2624,-1892,-4467,37304,-7104,19088,47592
-989,-172,0,1525,2685,-1708,-4492,37744,-8105,19088,47592
-990,-191,0,610,2685,-1403,-4541,37121,-7922,19088,47592
-986,-180,8,793,2746,-2014,-4516,37854,-6567,19088,47592
-992,-194,-2,183,2746,-1647,-4455,37121,-7238,19088,47592
-991,-184,6,366,2502,-1831,-4357,37805,-7409,19088,47592
-989,-183,-1,183,2746,-1525,-4370,37500,-7592,19088,47592
-987,-186,2,366,2746,-1525,-4516,37805,-6970,19088,47592
-990,-188,2,1159,2868,-1708,-4357,37463,-7922,19088,47592
-990,-188,0,1403,3234,-1892,-4516,37817,-6823,19088,47592
-991,-186,0,1892,3417,-1586,-4492,38049,-8203,19088,47592
-996,-194,3,-1159,1586,-366,-4223,37976,-7312,19088,47592
-996,-176,3,1464,2441,183,-5200,37731,-7653,19088,47592
-992,-198,8,-4150,2380,-732,-4150,37487,-7678,19088,47592
-956,-211,6,-1464,3417,-3356,-4833,37695,-7604,19088,47592
-1019,-156,13,1281,1647,-1037,-4870,37573,-6701,19088,47592
-974,-201,-29,4211,3479,-1770,-4260,38085,-7312,19088,47592
-996,-183,16,5065,2380,-366,-4052,37841,-8459,19088,47592
-976,-225,7,-732,3417,-2807,-4699,37902,-7385,19088,47592
-995,-202,1,1403,4516,-732,-4602,37304,-6884,19088,47592
-989,-203,20,-732,1464,-1770,-4382,37304,-7128,19088,47592
-989,-198,20,-610,3784,-2075,-4797,37304,-7519,19088,47592
-994,-186,13,1586,5126,-2624,-4211,37353,-6665,19088,47592
-1001,-192,13,-61,2624,-1159,-3894,37890,-8129,19088,47592
-980,-176,11,610,3112,-2380,-4650,37487,-8984,19088,47592
-991,-169,42,-183,3234,-1708,-4589,37634,-8166,19088,47592
-994,-205,6,1037,2441,-1953,-5151,37988,-8142,19088,47592
-991,-195,10,1770,1525,-1770,-4443,37670,-6542,19088,47592
-992,-160,28,-1037,3051,-1037,-4187,37780,-7189,19088,47592
-986,-191,19,6164,2990,-1831,-4821,38305,-7971,19088,47592
-999,-188,7,2990,5371,-3112,-4577,38073,-8093,19088,47592
-983,-201,12,-6408,2441,-1647,-4504,37451,-7324,19088,47592
-993,-166,0,-3112,1770,-2929,-4492,37048,-8496,19088,47592
-970,-189,25,427,2685,-427,-4577,37316,-7421,19088,47592
-979,-126,14,61,3051,-2380,-4809,37304,-7189,19088,47592
-993,-235,-32,-2624,2380,-1647,-4638,37377,-7128,19088,47592
-986,-156,32,2624,3112,-1159,-4394,37426,-7666,19088,47592
-995,-196,0,1342,3051,-2929,-4199,37133,-7312,19088,47592
-994,-189,10,-488,2075,-854,-4528,37695,-6921,19088,47592
-987,-181,20,1159,3173,-1159,-4602,37707,-8239,19088,47592
-993,-194,11,305,2441,-1464,-4089,37280,-7434,19088,47592
-994,-185,20,-244,2746,-1525,-3894,37500,-7604,19088,47592
-988,-189,3,732,2441,-1892,-4333,37963,-7519,19088,47592
-991,-183,14,0,2685,-1831,-4528,37475,-6860,19088,47592
-990,-200,7,1098,2685,-2075,-4675,37573,-6433,19088,47592
-993,-183,7,610,2563,-1831,-4150,37219,-6945,19088,47592
-985,-187,8,-488,2868,-1708,-4333,37268,-6726,19088,47592
-990,-186,6,854,2685,-1831,-4699,37500,-6982,19088,47592
-989,-190,6,671,2563,-1525,-4504,36840,-8166,19088,47592
-990,-185,10,-305,2746,-1892,-4553,37695,-7519,19088,47592
-995,-189,8,1098,2624,-1831,-4785,37695,-7849,19088,47592
-995,-188,11,183,2807,-1770,-4138,37304,-7617,19088,47592
-994,-185,5,1220,2929,-1770,-4443,37231,-7714,19088,47592
-989,-191,15,1281,2624,-1586,-4846,37341,-8557,19088,47592
-990,-190,9,-122,2685,-2136,-4809,37536,-7177,19088,47592
-991,-180,6,305,2197,-1464,-4296,37145,-6884,19088,47592
-988,-194,8,305,2807,-1831,-4577,37817,-6701,19088,47592
-991,-185,13,1342,2624,-1647,-3881,37414,-7763,19088,47592
-994,-187,8,1037,2929,-1953,-4406,37060,-8056,19088,47592
-990,-186,7,-122,2746,-1708,-4528,37182,-7434,19088,47592
-988,-188,7,366,2990,-1464,-4870,38146,-8056,19088,47592
-988,-186,11,305,2990,-1525,-4748,37255,-7678,19088,47592
-985,-188,8,366,4028,-1831,-4602,37500,-8093,19088,47592
-989,-199,12,-7446,5371,-3540,-4846,37670,-9106,19088,47592
-1005,-160,1,-41320,2563,305,-4406,37780,-8105,19088,47592
-985,-171,21,10375,1586,13610,-4052,36950,-8605,19088,47592
-1003,-360,11,2197,3417,-3540,-4138,37243,-9265,19088,47592
-967,-246,20,4394,427,-2990,-4443,37512,-8618,19088,47592
-998,-215,50,6347,1831,-1953,-4150,37158,-8581,19088,47592
-990,-221,11,-2075,2563,-3479,-4394,37683,-8642,19088,47592
-976,-191,22,3967,671,-2258,-4553,38037,-7666,19088,47592
-999,-180,19,4150,4272,-671,-4284,37939,-8020,19088,47592
-998,-232,41,-427,6103,-2502,-4321,37597,-7543,19088,47592
