xa,ya,za,xg,yg,zg,xm,ym,zm,temp,hum
-937,49,-165,96374,-30822,1525,-12243,23950,-11633,19575,53242
-972,186,-122,19348,-28930,37719,-13342,29333,-10852,19575,53242
-1032,131,-74,60791,-6652,27648,-13403,41760,-7958,19575,53242
-1144,51,26,61828,-8605,35156,-14074,43566,2270,19575,53242
-970,-151,-188,45837,-12329,12878,-13183,43615,4150,19575,53242
-872,-211,-134,41564,-28198,-8361,-13635,43957,5957,19575,53242
-1568,-375,-165,-109252,-28808,-15441,-12609,46069,-8959,19575,53242
-901,-627,-274,-32409,-5859,25756,-9350,42285,-17431,19575,53242
-894,-173,179,35339,-8239,18127,-5200,35620,-18505,19575,53242
-1023,-243,-265,19775,21606,-41748,-5236,38476,-14916,19575,53242
-1578,-377,-262,-19958,77880,1281,-5969,35559,-10949,19575,53242
-918,-454,925,-20996,5065,-18737,-9179,31689,-9802,19575,53242
-520,-327,1344,-52368,-44006,-25634,-11340,28613,-7104,19575,53242
-1203,70,-505,-78735,-59265,-26367,-9973,25231,-15979,19575,53242
-1046,-504,-327,-173400,-51269,-12329,-3967,21057,-5700,19575,53242
-919,-917,55,-155944,-67810,49804,-7409,14050,3991,19575,53242
-969,-405,477,-160766,47180,18920,-10009,14636,9875,19575,53242
-1187,-162,-523,-67687,84228,-22888,-12670,14282,14221,19575,53242
-1217,-237,-337,-27282,26733,-34912,-9594,13037,25012,19575,53242
-940,-388,-42,-41381,-28381,-14343,-6542,10998,24035,19575,53242
-871,-226,-497,9765,-26855,-26245,-4003,10009,25415,19575,53242
-918,-189,-158,-137390,-28991,-9460,-7019,9240,12817,20080,53242
-889,154,-135,-174316,-50109,16235,-12207,22937,12780,20080,52779
-995,-78,-182,-64941,-47790,20874,-15295,34362,13793,20080,52779
-929,-170,-387,-60668,-3967,2380,-14318,36682,23498,20080,52779
-1032,-112,-391,35888,51879,39978,-12524,33264,29211,20080,52779
-1252,-577,-316,37597,87097,-20812,-8447,30029,31311,20080,52779
-1401,-389,-589,71044,22399,-1953,-6359,27087,27868,20080,52779
-477,-33,-366,43334,-23071,-28137,-4211,21398,13830,20080,52779
-1119,-240,-105,-92285,-22277,23925,-939,16772,5578,20080,52779
-643,208,-142,-77575,-65917,53344,-2062,23217,12744,20080,52779
-955,-458,-381,-137512,-26245,14892,-7849,34045,19470,20080,52779
-904,-216,218,-103698,-4821,-47912,-15747,40478,22277,20080,52779
-938,-301,-385,99365,147094,-27893,-14916,42578,28149,20080,52779
-1322,-431,-323,38391,92163,-28320,-14379,38293,26086,20080,52779
-771,-272,436,-96801,6896,-37414,-10778,38000,23718,20080,52779
-406,93,898,11108,-5676,-33203,-9155,37475,-5053,20080,52779
-3101,-377,9,-53222,-65734,-4943,-6054,36987,-12353,20080,52779
-1114,-489,-225,-153808,-40161,35156,-10144,48535,-14123,20080,52779
-1049,8,-309,-164001,-12817,5249,-10974,52001,-8972,20080,52779
-994,-16,-480,-93688,22888,8789,-8081,51232,-3405,20080,52779
-1333,-732,-433,-72814,64025,-7385,-5798,46289,-256,20080,52779
-1279,-43,-256,39001,36376,-31127,-7275,46386,952,20080,52779
-944,-332,444,-15380,-24230,-26367,-9594,43164,-7238,20080,52779
-679,9,267,31738,-42114,-10498,-13525,39843,-11730,20080,52779
-1073,-354,-463,-116882,-59997,62133,-14538,37524,-20520,20080,52779
-835,-387,9,-22277,-39367,24902,-15478,39746,-20520,20080,52779
-931,-164,-80,-56884,-56274,42968,-11743,38183,-19335,20080,52779
-1108,-90,382,-46630,32958,-10314,-6433,36877,-8618,20080,52779
-1310,-289,-410,-45227,63049,-25329,-5480,37243,-2795,20080,52779
-1072,-722,-186,488,76538,-21789,-9020,38427,-3564,20080,52779
