xa,ya,za,xg,yg,zg,xm,ym,zm,temp,hum
-1029,-172,-27,-30456,10864,11840,-10388,20251,-8630,22821,45332
-1016,-66,47,-41137,7263,8972,-10717,19262,-6530,22821,45332
-975,-359,134,-38513,-8422,5737,-11376,19763,-4602,22821,45332
-996,-150,139,66162,-34851,-28808,-12548,20581,1599,22821,45332
-963,-41,140,2624,-41320,-32409,-13000,16662,1684,22821,45332
-924,211,-223,-30883,-20568,-39123,-13085,13879,-915,22821,45332
-933,21,-16,-26245,-9155,5554,-12194,12048,-6433,22821,45332
-904,-471,-24,-110778,78430,52429,-12145,15600,-4736,22821,45332
-921,-101,-568,-108276,65795,43029,-12072,18127,-1770,22821,45332
-913,-105,-392,1892,-8911,11962,-13061,18261,-2136,22821,45332
-935,-286,93,-46508,-48645,-16723,-14343,17993,2026,22821,45332
-994,39,167,147644,-76721,-55236,-13964,14245,3173,22821,45332
-1232,-331,-533,-85754,-17333,-13977,-12890,10278,-5065,22821,45332
-1313,1458,-148,43945,-19958,43029,-11267,12951,-4626,22821,45332
-763,-663,1164,-9704,69519,71655,-12219,16699,-3771,22821,45332
-1275,-261,-56,-58593,40161,27893,-12634,18640,-830,22821,45332
-467,-418,-334,-2197,18371,13122,-15014,18371,1074,22821,45332
-901,-373,-209,235229,-32775,-25024,-14685,16284,-3161,22821,45332
-1080,-669,-898,14587,-18615,-35705,-13684,11035,-4333,22821,45332
-1756,218,115,18249,-29113,-22521,-12866,12524,-5432,22821,45332
-440,-416,184,-54260,56335,38330,-11999,15026,598,22821,45332
-1230,-209,-323,-126586,38330,-2502,-12194,12792,927,22821,45332
-963,-375,-374,-64392,20263,7873,-13098,12426,9619,22821,45332
-825,55,-866,-1770,16967,-9887,-14233,7849,12963,22821,45332
-1065,285,-327,-60180,-13061,-37231,-12670,6384,13623,22821,45332
-1621,-830,-148,-36315,-43151,-20690,-9509,9887,13232,22821,45332
-873,130,-238,-76416,5432,-9277,-6848,18591,12866,22821,45332
-270,-177,-761,-148010,90454,39489,-10205,22863,13024,22821,45332
-1,-313,-223,-32531,53344,33447,-14270,27429,16577,22821,45332
-860,-371,201,-36071,2502,8789,-15014,19165,20202,22821,45332
-1131,-595,-189,71166,-26184,-13671,-14453,14245,23608,22821,45332
-1185,-257,-358,-48034,-58410,-38635,-12829,9985,21105,22821,45332
-677,-348,-9,-22521,-35278,-26428,-6616,16101,18261,22821,45332
-686,1118,54,-37414,-23437,-11230,-4931,24438,15563,22821,45332
-766,-148,-811,-68969,48828,36682,-9814,33532,16638,22821,45332
-937,-459,-148,-48645,62683,27038,-14440,36401,21594,22821,45332
-954,-806,515,-37658,14465,31677,-14855,27856,23767,22821,45332
-982,14,-1445,273864,-11413,-42480,-14562,15649,27453,22821,45332
-1392,266,-1,24291,-50720,-58776,-9729,13012,23010,22821,45332
-605,-712,171,-43640,-20568,-28198,-5200,20629,18969,22821,45332
-647,-614,1033,-17700,57861,76965,-3771,32312,16821,22821,45332
-150,-102,-435,-108764,58166,42541,-13195,36145,20971,22821,45332
-1037,-683,56,24658,65429,15319,-14514,31225,23962,22821,45332
-866,-185,684,222229,8789,-20202,-14636,19433,25415,22821,45332
-1731,82,-421,7751,-63720,-44738,-10192,13012,18823,22821,45332
-1238,-226,-208,67871,-39978,-37780,-7788,15429,16796,22821,45332
-464,-575,38,-34545,-183,25024,-5065,21044,13427,22821,45332
-1188,-301,-420,23925,82153,60363,-11267,21325,14648,22821,45332
-1623,-277,-235,26916,30639,5126,-13562,19396,13342,22821,45332
-944,678,435,176147,-11291,12878,-12988,14782,-3100,22821,45332
-1003,51,160,73974,-13183,-12145,-11682,19348,-6188,22821,45332
-1512,160,195,57067,25390,16601,-12158,16455,-6311,22821,45332
-1050,-790,74,-20996,58654,-37231,-13610,17138,-7214,22821,45332
-2174,-381,506,44006,18249,27282,-12646,19458,-4211,22821,45332
-1204,512,751,285339,-9765,21850,-13635,21777,-3686,22821,45332
-1025,-85,-52,366,-69763,-16235,-13793,19177,-622,22821,45332
-864,-161,-53,47119,-10681,-12512,-14721,17468,-6591,22821,45332
-512,191,142,-80444,-32348,-30517,-15002,17773,-16088,22821,44272
-944,-454,-84,-17639,127014,45288,-14685,18664,-14086,22695,44272
-1171,-403,-406,-45776,135070,83129,-10021,15600,-11669,22695,44272
-674,-77,40,-113281,110595,8850,-7153,20349,-402,22695,44272
-825,344,-1203,13061,-77697,-27893,-8630,16101,2453,22695,44272
-1751,-155,79,-1525,-103454,-45715,-12207,15222,-817,22695,44272
-1359,193,-65,42907,-61828,-18981,-14685,21386,-9436,22695,44272
-460,-417,-267,-175781,-10864,3112,-14526,18737,-15270,22695,44272
-1759,-43,-634,-15136,113525,64208,-13574,18652,-8215,22695,44272
-574,-338,-473,1953,161682,41625,-13134,21594,-8898,22695,44272
-871,-650,559,35705,-40222,-35583,-10815,19702,-3454,22695,44272
-1194,-232,-192,32104,-152038,-32653,-10131,19494,-2783,22695,44272
-1316,214,-336,71716,-17150,-33813,-14306,27758,-9020,22695,44272
-1303,550,-53,39428,-18127,305,-15747,30090,-20935,22695,44272
