xa,ya,za,xg,yg,zg,xm,ym,zm,temp,hum
-827,210,264,26489,53222,53527,-16528,17626,23791,19449,56750
-1543,377,-664,-14709,-206970,44372,-14929,18603,20507,19449,56750
-713,-635,133,81298,-34484,4760,-11669,15356,12475,19449,56750
-154,-151,27,-59143,45166,-37292,-10974,9167,12915,19449,56750
-357,-328,-431,-57556,64453,-19348,-14538,3649,13623,19449,56750
-1490,572,-287,-68237,-15075,-27038,-14489,8666,19299,19449,56750
-1000,6,107,88562,18737,17822,-13537,8020,16760,19449,56750
-1544,1606,-847,28625,-196655,28686,-15917,7666,12561,19449,56750
-1496,119,-588,10864,-26794,5432,-14270,10925,-2819,19449,56750
-625,169,351,-50964,34851,-37719,-11071,7202,-1489,19449,56750
-2012,-302,156,-105896,81848,6469,-13476,4296,-329,19449,56750
-1263,961,-497,-88500,64270,-22155,-13464,9033,4333,19449,56750
-892,-138,-248,125549,-15869,-28930,-10546,10070,6262,19449,56750
-1229,217,-59,95825,-146179,37048,-13940,6872,2416,19449,56750
-1635,353,-350,72814,25268,47668,-14233,10766,-7495,19449,56750
-317,84,-189,-39184,5432,-6530,-9936,10339,-6909,19449,56750
-1107,-155,239,-61096,130859,7507,-9582,5236,-6213,19449,56750
-400,146,-472,-101379,86914,15930,-12817,5920,976,19449,56750
-832,-132,-322,-52978,88317,-41259,-11315,12280,-3308,19449,56750
-1265,-102,1141,111022,13732,70861,-11547,9130,-6433,19449,56750
-1508,1080,71,-8300,34362,23864,-15820,7177,-8544,19449,56750
-272,58,-402,-18188,126098,-8850,-14294,11035,-6481,19449,56750
-818,-343,201,-15136,-3967,-28991,-10339,7556,317,19449,56750
-124,241,200,-104492,96496,-27282,-13073,2392,1684,19449,56750
-878,133,5,-86059,15136,46447,-14147,8459,-1574,19449,56750
-1500,-672,-329,73120,9216,78796,-12585,10522,-8447,19449,56750
-814,-47,859,22033,6347,-3906,-14501,6188,-7360,19449,56750
-130,-129,-354,30639,139831,1708,-15148,8105,-4821,19449,56750
175,86,-193,158325,75866,65490,-10998,7873,1196,19449,56750
-824,-146,138,-98083,81909,-38635,-13366,3857,1806,19449,56750
-1395,-78,-119,-134155,26611,3112,-14501,7202,2075,19449,56750
-1401,-394,-268,145629,-34851,67871,-12097,8593,-8801,19449,56750
-283,-704,-510,52612,-39428,-4455,-14624,6823,-7214,19449,56750
-944,-142,-786,-26245,59875,-37902,-11682,7983,-3503,19449,56750
-3898,-398,348,93688,99670,82275,-9472,9204,2197,19449,56750
-691,28,297,-100830,55419,-38391,-13220,1953,3601,19449,56750
-1285,-553,1619,20141,-9399,-41625,-11877,8190,1782,19449,56750
-1640,1478,-377,32287,-45410,62316,-16296,10754,-5407,19449,56750
-179,-654,-205,-25573,-29846,26733,-13073,4919,-9118,19449,56750
-2504,-124,-3,-86547,89050,1037,-13671,8703,-5468,19449,56750
-2329,-264,-168,-33996,9887,8972,-12207,1049,598,19449,56750
-866,-77,954,190917,81054,61035,-14770,8654,1037,19449,56750
-1006,22,-399,29296,-20141,50048,-13464,6982,-3356,19449,56750
-1263,-376,121,8911,11352,8056,-9838,5493,-6042,19449,56750
-90,899,356,23803,66284,-15747,-10949,7690,-4016,19449,56750
-2019,-396,-263,153198,72143,-34973,-10754,4370,-610,19449,56750
-1017,193,627,-124267,46142,-24475,-10363,2014,2124,19449,56750
-1689,188,-379,67199,-170715,53527,-14208,5847,-2026,19449,56750
-1585,492,112,109130,-90820,-5065,-11914,6701,-9204,19449,56750
18,305,105,-16418,24475,-15747,-8874,3039,-8618,19449,56750
-1351,-191,5,59814,-14526,102111,-13769,5505,-3002,19449,56750
-1020,-83,-307,73730,98510,-23559,-13293,4541,-1477,19449,56750
-676,241,-124,-74096,27832,-58654,-11694,305,2502,19449,56750
-1240,2,792,-62622,86059,45959,-15576,4846,1757,19449,56750
-1332,-716,-481,166076,-45837,11901,-14172,9399,-2026,19449,56750
-394,-25,5,45043,-245422,12451,-9936,6616,-7727,19449,56750
-3347,77,19,-147399,38391,-31494,-9497,6530,-3967,19449,56750
-1609,192,-488,-73425,36865,-35949,-12939,3051,-5004,19449,56750
-838,-84,-162,-104675,52185,-57495,-12426,4467,1330,19449,56750
-1446,98,944,92407,25817,-26611,-12939,9155,1831,19449,56750
-1490,386,-311,43395,-36193,52612,-12353,6738,-2001,19449,56750
-521,103,141,2868,-128662,22155,-10607,6311,-7141,19449,56750
-271,68,126,186340,-72021,16845,-13049,8166,-7641,19449,56750
-1199,-237,-94,-63476,19409,-21789,-14343,1892,-2148,19449,56750
-999,-138,-93,-51208,95092,-50720,-14208,6115,3161,19449,56750
-654,242,435,249206,2502,7690,-13989,11987,4199,19449,56750
-1466,-523,-766,39123,82458,13488,-19140,11523,-1892,19449,56750
-704,-188,273,35095,-177124,-3173,-16882,11938,-9289,19449,56750
-97,-157,121,37109,-48339,-26672,-16552,18115,-10449,19449,56750
-1017,-392,-135,-12390,-37048,-41625,-14868,16699,-878,19449,56750
-775,130,-193,-40954,27709,-52185,-10668,17163,-4711,19449,56750
-983,104,1375,64636,80383,-10803,-10888,26477,-3466,19449,56750
-1723,18,-814,148376,18127,62622,-17492,23852,-16186,19449,56750
-325,-234,-521,57250,59814,305,-18786,21594,-21313,19449,56750
-257,-362,-177,36376,-27893,22094,-18481,33215,-21398,19449,56750
-1381,743,180,156982,-4699,9765,-15405,33203,-8178,19449,56750
-514,216,27,-79162,72875,-31799,-10388,27856,-5676,19449,56750
-989,-448,86,-22094,49865,-38269,-7800,33825,-4760,19449,56750
-1050,816,393,72570,-11108,29541,-16003,36254,-10729,19449,56750
-487,-139,-404,10925,-84838,18615,-17358,26135,-15417,19449,56750
-207,-424,-18,17456,61035,-24963,-16528,35644,-20886,19449,56750
-1438,-566,-44,137084,-31494,6958,-14440,34606,-10290,19449,56750
-504,93,-425,-86364,35339,-31860,-10595,30981,-3649,19449,56750
-686,114,47,180480,93994,-49255,-8825,36706,-2258,19449,56750
-997,204,-15,62194,19104,23986,-12353,38037,-10327,19449,56750
