xa, ya, za, xg, yg, zg, xm, ym, zm, temp, hum
0.144,0.061,1.068,44.861,74.646,-111.755,-1.880,22.864,-24.023,27.186,27.149
27.149,0.495,-0.186,0.505,-402.039,197.510,17.639,22.046,1.709,-15.430,27.186,27.283
27.283,-0.164,-0.306,-0.013,-222.107,76.416,40.161,12.817,-1.147,-16.821,27.240,27.328
27.328,0.247,-0.597,1.095,-288.452,150.818,108.826,7.837,14.868,-25.000,27.222,27.491
27.491,0.843,-0.000,3.870,-48.218,115.417,13.245,2.063,19.312,-26.025,27.294,27.580
27.580,1.227,0.399,3.207,-40.283,124.695,8.789,1.062,15.991,-24.072,27.258,27.577
27.577,0.852,-0.706,2.535,463.989,-303.650,-108.826,14.355,-7.678,-0.049,27.258,27.657
27.657,-0.166,-0.235,-0.131,331.299,-160.583,-97.839,2.686,-6.787,10.669,27.258,27.692
27.692,-1.030,-0.190,-1.470,-175.049,22.095,36.865,-4.126,-4.968,10.950,27.312,27.817
27.817,-0.700,0.298,-0.720,-327.454,244.690,110.718,6.665,-6.567,-2.466,27.312,27.919
27.919,-0.236,0.657,-0.559,-70.435,-21.912,50.903,-0.537,4.065,-17.993,27.312,28.056
28.056,-0.130,0.078,0.150,-274.780,77.332,84.595,-0.146,7.080,-20.361,27.312,28.081
28.081,0.157,-1.218,-1.431,310.547,-138.977,224.854,36.621,27.209,27.429,27.312,28.190
28.190,0.290,-1.549,-1.427,26.306,-66.833,216.797,30.933,27.539,32.056,27.348,28.260
28.260,-0.065,-0.223,-0.926,36.316,-28.503,209.351,16.748,-1.489,27.161,27.456,28.471
28.471,-0.521,0.232,-0.769,-296.814,37.598,93.140,-4.919,-4.565,3.430,27.528,27.877
27.877,-0.129,0.242,0.359,-422.363,166.443,59.143,-1.709,1.880,-14.539,27.709,29.263
29.263,0.619,1.115,2.014,-130.554,63.049,30.090,-2.783,10.828,-19.434,27.745,29.157
29.157,0.884,0.751,1.716,177.246,-73.242,13.367,2.930,2.808,-16.968,27.709,29.646
29.646,0.814,0.592,1.820,271.118,-220.825,-55.786,6.897,-4.822,-7.678,27.709,29.821
29.821,-0.342,0.187,-0.251,150.635,-83.008,-73.364,0.598,-4.150,-6.458,27.763,30.045
30.045,-0.576,0.531,-0.895,3.723,23.071,-23.743,-5.127,-4.395,1.758,27.781,30.364
30.364,-0.427,0.076,-0.355,-332.031,137.878,66.833,-0.232,-5.420,-3.870,27.817,30.725
30.725,1.191,1.306,2.756,-38.025,111.877,18.860,3.564,8.032,-18.774,27.817,30.597
30.597,0.592,0.113,1.996,-367.432,278.992,153.992,21.362,26.514,-26.477,27.961,31.181
31.181,0.365,-0.500,3.529,28.381,-57.495,-11.047,22.009,26.953,-25.842,28.033,23.622
23.622,0.761,-0.421,3.235,489.563,-624.084,150.330,27.771,22.864,-22.192,28.196,24.094
24.094,-0.283,-1.288,-0.231,788.025,-406.433,-130.127,26.550,10.645,31.238,28.232,29.968
29.968,-0.452,-1.405,-1.462,22.339,-29.480,-6.348,16.663,21.460,38.525,28.322,29.550
29.550,-0.618,-1.523,-1.329,-425.293,71.533,82.581,22.241,4.834,30.432,28.466,29.295
29.295,0.404,-0.257,0.369,-457.825,219.116,19.287,30.994,2.405,-6.750,28.520,30.766
30.766,0.672,-0.277,3.422,146.667,-156.982,17.456,22.131,27.014,-24.890,28.592,25.480
25.480,-0.269,-0.942,-0.916,269.714,-234.558,-64.819,28.381,12.878,30.237,28.610,30.402
30.402,-0.238,-0.086,-1.808,-252.258,92.346,86.182,29.407,-1.721,16.895,28.737,30.073
30.073,0.149,-0.195,-0.923,-331.238,131.714,20.081,32.776,0.452,8.911,28.791,28.145
28.145,0.297,-0.002,1.967,-261.292,80.688,4.456,21.716,15.527,-22.900,28.899,29.282
29.282,1.427,0.073,2.180,262.085,-220.032,27.832,30.042,14.221,-17.065,28.881,25.850
25.850,-0.433,-0.710,-1.480,336.792,-141.602,-90.210,17.505,8.472,32.874,28.899,25.675
25.675,-0.388,-0.883,-0.864,-667.664,157.593,185.242,14.099,-3.247,24.194,28.935,26.709
26.709,1.482,0.013,1.112,-205.078,158.508,61.890,17.883,0.757,-15.234,28.935,27.421
27.421,2.350,1.127,2.845,121.765,-71.777,-3.906,9.546,8.081,-21.375,28.953,31.571
31.571,-0.692,-0.112,-0.855,96.191,-83.740,-50.598,-13.867,4.297,21.289,28.953,29.566
29.566,-0.197,0.145,-0.295,-98.267,143.921,157.227,18.127,-5.737,-1.965,29.007,30.207
30.207,1.461,-1.112,1.253,671.997,-304.443,-445.679,25.623,-2.710,11.743,29.025,29.288
29.288,-0.590,-0.188,-0.647,184.509,-69.580,-141.418,-4.651,2.026,28.101,29.097,29.330
29.330,-0.498,0.377,-0.777,-111.694,190.125,157.104,10.107,-7.019,13.025,29.061,32.164
32.164,3.305,-0.489,0.694,70.129,222.595,43.518,36.426,12.744,-8.435,29.079,31.810
31.810,-0.434,-0.259,-0.154,266.174,-200.500,-78.674,-4.102,-2.905,19.800,29.115,32.005
32.005,-1.235,-0.385,-1.447,-306.213,105.347,81.787,-8.459,-0.061,21.838,29.115,30.817
30.817,0.177,0.050,1.100,-123.230,94.849,114.929,35.303,22.888,-16.321,29.223,31.258
31.258,1.276,-0.713,2.367,139.282,-11.292,-35.767,29.736,34.180,-22.498,29.242,30.393
30.393,1.683,0.184,2.064,159.729,-282.532,44.128,36.230,17.029,-12.805,29.296,29.505
29.505,1.731,-0.634,1.670,419.861,-355.835,-180.115,41.516,15.454,7.019,29.332,29.125
29.125,2.425,-0.695,1.758,270.386,-364.990,-167.297,39.001,11.755,15.527,29.332,29.243
29.243,2.040,0.977,1.161,61.096,80.139,54.138,38.660,12.256,-6.494,29.350,34.064
34.064,2.083,-0.438,2.468,258.545,-152.100,-16.052,35.498,26.892,-17.664,29.368,30.447
30.447,0.455,-0.728,1.839,474.915,-378.296,-29.846,27.734,24.280,-23.743,29.404,29.317
29.317,0.548,-0.301,-1.299,105.530,-50.293,150.146,17.004,15.161,37.732,29.422,32.975
32.975,0.595,0.155,0.613,-382.263,257.324,141.235,17.163,6.519,-21.130,29.404,33.767
33.767,1.601,-2.519,1.527,62.073,-381.531,-116.394,19.397,37.671,-25.940,29.404,31.433
31.433,-0.150,0.315,-0.777,112.610,0.366,-169.739,-9.949,-0.757,15.063,29.458,30.160
30.160,0.078,0.426,-0.116,-325.256,53.650,232.727,8.618,-6.812,-2.576,29.476,29.633
29.633,1.447,-0.287,0.656,72.144,388.428,194.641,32.043,47.388,-11.096,29.494,30.255
30.255,-0.794,-0.382,1.279,641.663,-285.645,92.407,-10.168,24.744,-24.524,29.494,31.286
31.286,0.353,0.089,-1.098,149.353,-44.800,203.430,10.803,-5.078,20.129,29.512,30.434
30.434,0.712,-0.036,0.034,-595.398,147.278,276.733,41.638,19.751,13.208,29.548,28.911
28.911,0.655,-0.062,0.775,256.470,313.049,139.465,15.051,28.992,-29.626,29.602,32.183
32.183,0.140,0.724,-0.356,416.870,-189.941,-25.330,14.453,-6.128,6.458,29.584,30.970
30.970,0.472,0.153,-1.040,95.093,-43.457,250.732,17.773,-3.210,21.350,29.674,30.271
30.271,-0.566,-0.330,-1.386,61.768,-125.305,-35.767,-9.985,1.147,20.703,29.656,29.690
29.690,-0.837,-0.312,-0.047,-629.700,-18.188,128.784,16.064,21.423,-27.380,29.674,35.899
35.899,0.945,0.486,0.600,22.766,-158.875,240.540,24.451,3.882,-16.003,29.674,36.343
36.343,-0.017,1.156,0.237,23.621,33.142,35.583,-0.208,-2.551,-8.630,29.674,34.632
34.632,0.140,1.131,-0.023,1.587,-10.986,8.118,5.847,-4.700,-8.130,29.674,33.547
33.547,0.079,0.861,0.010,-8.301,2.258,-6.226,5.176,-3.955,-9.241,29.692,33.949
33.949,0.116,1.038,0.160,4.272,-12.756,-1.343,4.431,-3.491,-10.193,29.692,35.855
35.855,0.269,0.863,-0.088,-72.571,-15.503,46.326,6.677,-9.351,-0.464,29.710,36.024
36.024,-0.023,0.695,-0.634,-12.085,-29.602,9.705,-5.017,-5.066,12.585,29.728,36.493
36.493,0.395,0.512,-0.974,-38.513,12.207,-55.908,3.503,-3.101,24.463,29.764,36.592
36.592,0.373,0.790,0.054,28.931,-50.964,-8.667,9.033,-4.932,-2.698,29.764,40.809
40.809,0.064,0.760,-0.789,-297.913,81.726,26.978,-0.220,-1.636,24.292,29.728,41.090
41.090,0.457,0.656,1.732,-432.373,190.857,-30.273,2.698,8.496,-22.205,29.764,41.288
41.288,0.077,0.130,3.800,56.335,-201.050,50.049,-1.147,22.241,-27.405,29.764,41.055
41.055,-0.017,-1.728,1.765,832.336,-271.118,-11.230,16.235,-7.153,13.794,29.764,39.966
39.966,0.064,-0.687,-1.085,311.707,-64.392,-83.801,8.447,3.931,34.290,29.764,40.758
40.758,-0.018,-0.602,-1.033,-394.897,78.552,75.806,7.300,-2.332,27.966,29.783,40.809
40.809,-0.109,0.778,2.415,-34.302,104.736,6.775,-6.067,20.398,-25.427,29.746,40.691
40.691,0.110,-0.765,-1.122,203.247,-51.880,-73.792,11.072,10.168,40.051,29.801,40.439
40.439,0.031,-0.910,-0.210,-592.651,133.606,-10.376,10.596,-7.385,17.041,29.801,40.320
40.320,-0.333,0.032,1.159,136.169,117.371,-88.867,-7.373,43.945,-22.827,29.783,39.858
39.858,-0.565,-0.913,-1.329,-86.975,2.380,66.467,-5.579,17.871,39.490,29.801,39.707
39.707,0.263,-0.526,0.307,-655.579,-2.502,51.270,7.422,-4.944,-9.900,29.801,39.366
39.366,1.026,0.443,0.980,-353.882,6.287,33.203,10.645,-3.503,-8.923,29.764,39.155
39.155,1.071,0.939,2.026,-59.814,-69.946,57.434,10.510,14.038,-22.144,29.819,38.680
38.680,0.156,-0.693,0.995,707.520,-259.949,-97.961,16.675,-5.920,2.026,29.801,38.507
38.507,-0.281,-0.281,-1.123,181.030,-5.798,-65.857,-1.257,11.658,38.354,29.855,38.287
38.287,0.155,-0.943,-1.004,-512.085,81.848,84.290,3.333,1.013,30.884,29.855,38.134
38.134,0.571,0.838,1.278,-254.456,89.111,-82.214,4.797,5.701,-16.516,29.855,37.901
37.901,0.756,1.010,2.456,-87.891,178.040,-1.526,8.484,10.803,-19.360,29.891,37.597
37.597,0.090,-0.681,-0.822,391.235,-75.867,-171.509,5.640,3.418,33.081,29.891,37.428
37.428,-0.140,-1.113,-1.280,108.337,-60.486,9.460,-1.538,17.017,40.796,29.873,37.195
37.195,0.213,-0.383,0.283,-566.040,63.660,68.970,7.642,-5.811,-5.994,29.873,36.946
36.946,0.598,1.048,2.767,-5.798,81.909,-7.751,-2.002,17.041,-25.574,29.891,36.736
36.736,-0.188,-0.168,-0.256,528.381,-134.155,-172.791,-3.333,-0.671,26.221,29.927,36.464
36.464,-0.612,-0.844,-1.090,295.349,-80.505,-137.695,-6.604,5.298,32.703,29.891,36.356
36.356,-0.601,-1.206,-1.502,-144.775,-10.559,47.668,-13.062,18.091,35.925,29.945,36.202
36.202,0.053,0.005,-0.830,-394.775,18.738,92.163,0.098,-6.921,15.063,29.945,35.950
35.950,0.229,0.551,0.420,-317.444,63.354,9.277,4.016,3.284,-18.896,29.963,35.778
35.778,0.662,1.099,4.000,129.395,-117.004,127.563,-4.871,13.757,-23.340,29.999,35.625
35.625,-0.150,-0.225,-0.722,409.851,-94.543,-121.582,-1.318,2.051,31.909,29.963,35.471
35.471,-0.028,-0.391,-0.246,333.984,-40.771,-153.687,-0.708,-3.491,22.437,30.017,35.309
35.309,-0.710,-0.378,-1.319,-30.884,-27.344,25.391,-13.086,12.085,32.178,30.053,35.321
35.321,0.080,0.605,0.672,-415.527,104.736,39.001,-3.076,-1.880,-7.031,30.017,35.181
35.181,1.500,1.843,3.811,200.134,-44.128,75.500,-8.105,2.808,-12.573,30.053,34.938
34.938,0.271,-0.735,2.169,876.709,-343.018,-149.963,-4.749,-4.236,6.348,30.035,35.021
35.021,-0.379,-0.646,-0.747,406.311,-91.858,-189.209,-9.668,3.027,24.951,30.089,34.795
34.795,-0.711,-0.178,-1.374,22.278,-25.513,49.500,-15.015,7.996,26.562,30.089,34.776
34.776,-0.794,-0.054,-0.877,-282.776,124.573,112.976,-7.983,-2.380,14.539,30.107,34.693
34.693,0.172,0.192,0.570,-427.185,128.479,-49.500,-3.918,-2.881,-6.641,30.125,34.626
34.626,0.644,1.408,3.306,-53.101,-92.590,133.179,3.638,8.069,-21.240,30.143,34.469
34.469,0.142,-0.636,3.922,505.615,-380.310,197.021,10.596,-7.092,-1.160,30.179,33.665
33.665,-0.495,-0.289,-1.088,161.926,-44.312,-81.177,-8.325,6.140,32.971,30.179,34.025
34.025,-0.755,-0.993,-1.415,-55.725,-0.549,95.398,-11.682,14.062,36.584,30.179,34.054
34.054,-0.532,-0.650,-1.182,-177.673,82.703,208.801,-13.062,10.547,32.263,30.233,34.128
34.128,0.499,0.660,1.032,-258.728,191.040,18.799,8.655,-4.749,-8.154,30.215,34.073
34.073,0.521,0.434,0.844,-291.748,138.123,11.353,9.875,-4.639,-7.605,30.251,34.013
34.013,0.591,-0.611,2.889,495.361,-353.333,66.589,13.037,-3.931,-10.620,30.233,33.486
33.486,-0.553,-0.388,-1.086,155.090,-84.229,-80.688,-11.719,18.005,37.842,30.269,33.827
33.827,-0.279,-0.937,-1.326,-280.945,97.412,147.949,-7.092,7.947,34.741,30.251,33.789
33.789,0.482,1.233,0.944,-234.131,98.206,-5.798,6.335,-2.490,-12.122,30.287,33.700
33.700,1.021,1.665,3.632,-26.733,-5.249,25.146,-2.930,0.793,-10.925,30.306,33.681
33.681,-0.145,-1.099,0.156,708.801,-227.905,-126.282,9.277,-7.092,17.505,30.324,33.620
33.620,-0.672,-0.664,-1.425,38.208,-21.301,-7.507,-6.384,16.516,39.758,30.324,33.575
33.575,-0.355,-1.418,-1.076,-616.943,194.031,138.123,-2.112,1.025,30.444,30.324,33.492
